1492407413.954115,58
1492407414.057411,58
1492407414.161851,57
1492407414.267949,58
1492407414.372062,59
1492407414.476146,60
1492407414.581403,60
1492407414.685793,60
1492407414.788973,60
1492407414.892630,60
1492407414.996043,60
1492407415.100484,60
1492407415.204903,61
1492407415.308409,62
1492407415.412199,62
1492407415.517365,62
1492407415.621219,62
1492407415.724180,62
1492407415.827876,63
1492407415.931927,63
1492407416.035870,64
1492407416.139507,65
1492407416.244245,66
1492407416.348000,66
1492407416.451432,66
1492407416.554912,66
1492407416.658586,68
1492407416.762369,67
1492407416.867063,68
1492407416.970309,68
1492407417.074207,65
1492407417.179635,66
1492407417.285628,67
1492407417.389749,67
1492407417.494089,67
1492407417.597429,68
1492407417.701980,69
1492407417.806402,68
1492407417.910355,63
1492407418.018248,64
1492407418.123514,65
1492407418.227552,66
1492407418.331786,67
1492407418.436047,67
1492407418.540351,68
1492407418.645238,69
1492407418.749285,68
1492407418.853878,76
1492407418.959515,77
1492407419.064303,78
1492407419.168260,80
1492407419.276311,81
1492407419.381241,82
1492407419.485788,83
1492407419.590446,84
1492407419.695056,85
1492407419.798421,85
1492407419.902555,87
1492407420.007847,89
1492407420.113461,90
1492407420.218285,92
1492407420.324643,94
1492407420.428120,96
1492407420.532354,98
1492407420.636137,100
1492407420.740101,100
1492407420.843927,100
1492407420.946716,100
1492407421.051266,100
1492407421.155588,100
1492407421.260895,100
1492407421.365673,100
1492407421.469100,100
1492407421.573755,99
1492407421.678704,100
1492407421.784747,100
1492407421.887740,100
1492407421.991829,100
1492407422.102633,100
1492407422.207725,100
1492407422.311279,100
1492407422.416459,100
1492407422.519314,99
1492407422.623018,100
1492407422.726967,100
1492407422.830700,100
1492407422.934685,99
1492407423.038188,100
1492407423.145567,100
1492407423.249851,99
1492407423.353612,100
1492407423.457186,100
1492407423.560997,100
1492407423.664926,100
1492407423.769151,100
1492407423.872999,100
1492407423.976811,100
1492407424.081737,100
1492407424.186633,100
1492407424.291220,100
1492407424.395555,100
1492407424.499262,100
1492407424.602558,100
1492407424.706184,100
1492407424.810096,97
1492407424.913756,97
1492407425.017975,94
1492407425.122751,91
1492407425.227868,88
1492407425.332207,90
1492407425.436701,100
1492407425.540987,100
1492407425.644951,99
1492407425.749194,99
1492407425.853087,99
1492407425.958635,98
1492407426.062826,99
1492407426.172103,100
1492407426.277055,100
1492407426.381981,100
1492407426.486829,98
1492407426.590894,98
1492407426.694742,98
1492407426.799103,98
1492407426.902859,98
1492407427.007367,99
1492407427.111815,100
1492407427.216295,100
1492407427.320422,99
1492407427.424299,99
1492407427.527069,99
1492407427.630866,99
1492407427.737538,99
1492407427.843102,99
1492407427.948779,100
1492407428.053033,100
1492407428.156735,100
1492407428.262369,100
1492407428.366775,100
1492407428.471697,100
1492407428.576410,100
1492407428.680974,100
1492407428.785244,99
1492407428.889425,99
1492407428.993545,95
1492407429.097811,91
1492407429.201123,87
1492407429.304808,84
1492407429.410394,84
1492407429.515259,84
1492407429.620223,83
1492407429.727223,82
1492407429.832621,76
1492407429.936525,69
1492407430.040891,63
1492407430.147043,57
1492407430.251447,51
