1492407352.753218,0
1492407352.860688,9
1492407352.964404,11
1492407353.068249,20
1492407353.172258,20
1492407353.277563,20
1492407353.382794,20
1492407353.486249,20
1492407353.589554,20
1492407353.693790,20
1492407353.797178,20
1492407353.900823,20
1492407354.004696,20
1492407354.108792,20
1492407354.213383,20
1492407354.316938,20
1492407354.420486,20
1492407354.524949,20
1492407354.629331,20
1492407354.732968,20
1492407354.839152,20
1492407354.942459,20
1492407355.047107,20
1492407355.150653,20
1492407355.254503,20
1492407355.358923,16
1492407355.464124,12
1492407355.568862,20
1492407355.672970,20
1492407355.777230,20
1492407355.885129,20
1492407355.989785,20
1492407356.094415,20
1492407356.201866,20
1492407356.305983,19
1492407356.410524,20
1492407356.517589,20
1492407356.622944,16
1492407356.726427,19
1492407356.833366,19
1492407356.936426,14
1492407357.040187,11
1492407357.145093,11
1492407357.248936,11
1492407357.353078,11
1492407357.456817,11
1492407357.560364,12
1492407357.663742,12
1492407357.767479,12
1492407357.875476,13
1492407357.980880,13
1492407358.085231,13
1492407358.190219,13
1492407358.294980,13
1492407358.399202,13
1492407358.502751,13
1492407358.605762,13
1492407358.715644,13
1492407358.820321,13
1492407358.925132,13
1492407359.028264,13
1492407359.131904,13
1492407359.236290,13
1492407359.340954,13
1492407359.446833,12
1492407359.551106,13
1492407359.656030,13
1492407359.760504,13
1492407359.864218,13
1492407359.967477,13
1492407360.071380,14
1492407360.175155,14
1492407360.281573,14
1492407360.385189,15
1492407360.490224,15
1492407360.594090,20
1492407360.697664,20
1492407360.801455,20
1492407360.905400,19
1492407361.009051,20
1492407361.113029,20
1492407361.216718,20
1492407361.320893,20
1492407361.424969,20
1492407361.528869,18
1492407361.632892,20
1492407361.736569,19
1492407361.840130,19
1492407361.947023,18
1492407362.052288,15
1492407362.156295,11
1492407362.261835,11
1492407362.369989,11
1492407362.474995,13
1492407362.578797,12
1492407362.683155,12
1492407362.787058,12
1492407362.892134,12
1492407362.995972,12
1492407363.101670,10
1492407363.216551,8
1492407363.320075,13
1492407363.423752,11
1492407363.526917,12
1492407363.630794,12
1492407363.734846,13
1492407363.839906,13
1492407363.944905,13
1492407364.048316,13
1492407364.151464,14
1492407364.254911,14
1492407364.362606,14
1492407364.469346,14
1492407364.572774,14
1492407364.677460,14
1492407364.781561,15
1492407364.885175,15
1492407364.989642,15
1492407365.093571,15
1492407365.200460,15
1492407365.304576,12
1492407365.408752,11
1492407365.513079,15
1492407365.616883,13
1492407365.721705,13
1492407365.825296,14
1492407365.929830,14
1492407366.033922,14
1492407366.138317,15
1492407366.243071,14
1492407366.347216,16
1492407366.451655,17
1492407366.555748,17
1492407366.660291,18
1492407366.764789,19
1492407366.869303,20
1492407366.974104,20
1492407367.077859,20
1492407367.183937,20
1492407367.289071,20
1492407367.392366,20
1492407367.495895,19
1492407367.599367,20
1492407367.703404,19
1492407367.808628,19
1492407367.914713,18
1492407368.024503,15
1492407368.127741,7
1492407368.231676,7
1492407368.337301,11
1492407368.440824,12
1492407368.547228,12
1492407368.652782,12
1492407368.758396,12
1492407368.863368,11
1492407368.967695,12
1492407369.072525,12
1492407369.177361,13
1492407369.283663,12
1492407369.386907,12
1492407369.494379,12
1492407369.598453,13
1492407369.703140,15
1492407369.806731,14
1492407369.910405,15
1492407370.022062,14
1492407370.127214,12
1492407370.231239,10
1492407370.335276,15
1492407370.439330,13
1492407370.544793,13
